Red,Green,Blue,Label
22.413233270794247,25.272038774233895,4.682639149468418,mentah
21.745084427767356,25.223808630393997,7.268011257035647,mentah
23.6924765478424,26.899299562226393,6.831219512195122,mentah
26.973058161350846,31.30285803627267,7.302464040025016,mentah
24.1088492808005,28.455959974984363,6.963683552220138,mentah
19.912651657285803,23.69986866791745,5.616110068792995,mentah
20.931932457786115,24.50262664165103,5.364515322076298,mentah
22.27677923702314,25.203358348968106,5.060231394621638,mentah
19.95879924953096,22.854465290806754,4.442883051907442,mentah
18.756960600375233,21.01562851782364,4.578492808005003,mentah
23.501038148843026,25.522976860537835,5.848755472170106,mentah
26.124015009380862,28.513696060037525,6.553627267041901,mentah
31.307267041901188,29.381613508442776,5.615096935584741,mentah
21.8721263289556,23.206297686053784,4.202657911194496,mentah
23.12368980612883,24.09057535959975,5.068480300187617,mentah
20.901288305190743,22.783789868667917,4.768667917448405,mentah
23.726841776110067,23.19989368355222,3.932038774233896,mentah
26.143721075672296,26.39694809255785,6.362632895559725,mentah
26.054934333958723,27.548217636022514,4.952182614133833,mentah
21.020587867417134,23.35117573483427,5.121363352095059,mentah
23.821181988742964,26.244602876797998,5.917748592870544,mentah
15.751332082551595,17.582507817385867,3.454302689180738,mentah
23.550519074421512,24.675071919949968,5.362701688555347,mentah
23.578811757348344,25.089218261413382,5.049918699186992,mentah
17.2390243902439,18.93435272045028,3.5069731081926205,mentah
26.71048780487805,28.134140087554723,6.4385741088180115,mentah
17.94161976235147,19.48754221388368,4.0048280175109445,mentah
24.91718574108818,27.304490306441526,6.656860537836147,mentah
23.713789868667916,21.541457160725454,4.445384615384615,mentah
19.830606629143215,20.98375234521576,4.399393370856785,mentah
22.43347717323327,24.985322076297685,5.447235772357724,mentah
22.41963727329581,22.63869918699187,4.252182614133834,mentah
25.288799249530957,27.10326454033771,7.044077548467793,mentah
14.133621013133208,14.896604127579737,3.3586053783614758,mentah
22.9960162601626,23.221350844277673,4.49714196372733,mentah
24.371332082551596,24.996472795497187,6.421907442151345,mentah
16.06777986241401,17.876178861788617,3.7725953721075673,mentah
21.30089430894309,21.859074421513444,5.681188242651658,mentah
29.305347091932457,27.539899937460913,4.647016885553471,mentah
22.81372732958099,24.821038148843027,6.705272045028143,mentah
21.1388492808005,23.482851782363976,6.319987492182614,mentah
24.910550343964978,27.29477173233271,7.003864915572232,mentah
25.609962476547842,25.68908692933083,5.330087554721701,mentah
25.32707317073171,27.462482801751094,6.966635397123202,mentah
19.45149468417761,22.085791119449656,4.356772983114446,mentah
26.335722326454032,27.885834896810508,7.551094434021263,mentah
22.123914946841776,22.665909943714823,4.758624140087555,mentah
26.552338961851156,27.985222013758598,8.138348968105065,mentah
16.589218261413382,18.166016260162603,3.979937460913071,mentah
22.413233270794247,25.272038774233895,4.682639149468418,mentah
25.038755472170106,25.831031894934334,7.863139462163852,mentah
16.851588492808006,17.814465290806755,3.7407004377736084,mentah
16.702889305816136,18.68614133833646,3.9491307066916823,mentah
25.31277673545966,26.86385866166354,7.488974358974359,mentah
23.021651031894933,23.594552845528455,5.2375859912445275,mentah
23.731844903064417,24.11285803627267,5.7401688555347095,mentah
20.364890556597874,22.765934959349593,4.535697310819262,mentah
24.45096310193871,25.311232020012508,4.966747967479675,mentah
19.37223889931207,21.321244527829894,4.810875547217011,mentah
21.64986866791745,22.916923076923077,5.143458411507192,mentah
23.966191369606005,25.43931832395247,5.9370231394621635,mentah
27.83196372732958,27.622945590994373,7.1093808630394,mentah
14.296616635397124,15.72166353971232,3.600281425891182,mentah
26.098367729831143,25.51838023764853,5.346404002501563,mentah
25.417048155096936,25.999399624765477,5.205103189493434,mentah
24.068517823639773,25.13023139462164,5.4429831144465295,mentah
24.564165103189495,22.978730456535335,4.450950594121326,mentah
19.335578486554095,21.538373983739838,4.242257661038149,mentah
25.049631019387117,24.659774859287054,5.585703564727955,mentah
18.846360225140714,21.05157598499062,4.248936835522201,mentah
26.070356472795496,28.51801751094434,6.490231394621638,mentah
16.043339587242027,17.941013133208255,3.7065040650406504,mentah
19.155465916197624,20.30895559724828,5.09729205753596,mentah
15.982714196372733,17.860656660412758,4.448136335209506,mentah
24.41662914321451,24.580856785490933,6.324571607254534,mentah
18.418874296435273,21.588092557848654,5.169174484052533,mentah
19.30411507191995,22.600525328330207,6.051644777986241,mentah
21.46485928705441,24.402445278298938,6.423308317698561,mentah
21.28351469668543,23.932639149468418,5.561969981238274,mentah
26.53912445278299,29.191294559099436,7.146516572858037,mentah
22.325084427767354,25.572126328955598,5.765203252032521,mentah
17.95126328955597,21.597560975609756,4.9268167604752975,mentah
28.650312695434646,31.881519699812383,7.412958098811758,mentah
19.87292682926829,23.085641025641024,5.800475297060663,mentah
17.786579111944967,21.439606003752345,5.168799249530957,mentah
19.07317698561601,22.533933708567854,5.849674796747967,mentah
20.471500938086304,24.39535334584115,5.746260162601626,mentah
21.398599124452783,26.005021888680425,5.916147592245153,mentah
19.873764853033144,23.746579111944964,5.364365228267667,mentah
25.35277048155097,27.864502814258913,7.736535334584115,mentah
27.270093808630396,30.946272670419013,8.28328330206379,mentah
23.03450281425891,26.688599124452782,7.014590368980613,mentah
19.173020637898688,22.469831144465292,5.272507817385867,mentah
30.268524077548467,28.406685428392745,4.806116322701689,mentah
25.975653533458413,30.369874921826142,6.418255159474672,mentah
19.25010631644778,23.622376485303313,5.350731707317073,mentah
21.9757535959975,26.48942464040025,5.754346466541588,mentah
16.195703564727953,20.47127579737336,5.379568480300188,mentah
18.244434021263288,22.460631644777987,5.549174484052533,mentah
18.789949968730458,22.269243277048155,5.087098186366479,mentah
20.861350844277673,24.472751719824892,5.343502188868043,mentah
23.9992933083177,28.587679799874923,7.003051907442152,mentah
22.775853658536587,27.11758599124453,6.002332707942464,mentah
25.60649781113196,30.383252032520325,6.729993746091307,mentah
41.35900562851782,31.87874296435272,7.453652282676673,matang
33.37617260787992,25.60411507191995,6.337892432770482,matang
43.587604752970606,34.29128830519075,6.666860537836148,matang
39.566491557223266,30.15311444652908,7.276328955597248,matang
35.70934333958724,27.62699812382739,6.29400875547217,matang
42.70384615384615,33.11564727954972,8.357417135709818,matang
37.62110694183865,27.36989368355222,12.10051282051282,matang
35.12547842401501,24.340775484677923,5.301344590368981,matang
37.760931832395244,26.279305816135086,7.84151344590369,matang
35.04116322701689,23.541375859912446,6.834577861163227,matang
36.0401813633521,28.023164477798623,7.386122576610381,matang
31.539624765478425,24.061125703564727,5.694140087554722,matang
38.85225766103815,27.908148843026893,7.062589118198875,matang
28.782776735459663,20.588417761100686,6.87400875547217,matang
36.96082551594747,26.742451532207628,9.534671669793621,matang
34.29292682926829,25.429555972482802,7.939756097560975,matang
34.5491119449656,24.806335209505942,8.61240775484678,matang
35.57172607879925,26.44985616010006,10.44025641025641,matang
40.39298311444653,28.293295809881176,7.544090056285178,matang
30.497116948092557,21.554527829893683,4.544609130706692,matang
42.65375234521576,30.55334584115072,8.054127579737337,matang
35.66776735459662,25.331119449656036,6.419124452782989,matang
49.71812382739212,35.5004377736085,9.544590368980613,matang
41.053545966228896,28.973627267041902,7.304246404002502,matang
43.451738586616635,32.64894934333959,7.063302063789869,matang
40.89120075046905,29.232307692307693,7.117023139462164,matang
42.0851344590369,29.945641025641027,7.049524702939337,matang
42.0851344590369,29.945641025641027,7.049524702939337,matang
39.504208880550344,28.376366479049405,5.84541588492808,matang
43.65842401500938,31.437498436522826,7.54,matang
45.46497185741088,32.20689180737961,6.762076297686054,matang
38.49533458411507,27.71490306441526,6.730744215134459,matang
42.591907442151346,31.290819262038774,6.317310819262039,matang
47.69470919324578,33.51180112570356,8.583439649781113,matang
37.99574108818011,27.12963727329581,7.580863039399625,matang
38.17819262038774,26.977385866166355,6.4622826766729204,matang
47.22699812382739,34.2470794246404,9.290756722951844,matang
38.7753095684803,27.684909318323953,7.094390243902439,matang
41.663639774859284,30.497235772357723,7.8874921826141335,matang
39.43420262664165,28.590525328330205,6.95441525953721,matang
37.963170731707315,27.13323952470294,6.093545966228893,matang
35.983377110694185,26.132870544090057,5.950281425891182,matang
47.39258911819888,32.68253283302064,6.578105065666041,matang
36.28238273921201,24.758467792370233,6.098455284552846,matang
32.63479674796748,23.14385866166354,6.0669918699186995,matang
34.993101938711696,25.812682926829268,6.226591619762352,matang
43.877254534083804,31.704502814258912,7.743495934959349,matang
38.4334521575985,26.879843652282677,5.728242651657286,matang
32.51163227016885,22.548824265165727,6.011482176360225,matang
40.73545340838024,29.03841776110069,6.646791744840526,matang
43.63104440275172,31.449768605378363,8.585128205128205,matang
39.85202626641651,27.715759849906192,7.43963727329581,matang
46.92116948092558,36.33307692307692,12.462514071294558,matang
44.80145090681676,32.59562851782364,6.756110068792996,matang
36.97153220762977,25.681444652908066,6.917329580988118,matang
43.48192620387742,31.215634771732333,7.152482801751095,matang
37.50293933708568,26.99315822388993,5.955559724828017,matang
38.42266416510319,27.881863664790494,7.871313320825516,matang
34.20268292682927,23.978092557848655,5.633821138211382,matang
44.30190118824265,30.735297060662916,6.442363977485929,matang
45.067135709818636,35.30680425265791,13.552307692307693,matang
44.97224515322076,35.220287679799874,12.592545340838024,matang
54.912689180737964,42.797198248905566,15.408874296435272,matang
41.707986241400874,33.04188868042527,9.886604127579737,matang
47.28109443402126,37.00916197623515,13.307786116322701,matang
49.28562851782364,35.93102564102564,12.701538461538462,matang
45.85298311444653,34.94699812382739,13.627736085053158,matang
41.12383364602877,29.841313320825517,11.624058786741713,matang
47.44863664790494,33.95622889305816,12.733508442776735,matang
42.59181363352095,30.4313258286429,10.617510944340212,matang
44.58098811757348,34.36580362726704,11.773064415259537,matang
40.65073170731707,30.24742338961851,12.477398373983739,matang
47.223864915572236,33.464108818011255,12.60462789243277,matang
33.78928705440901,24.294915572232647,8.990750469043151,matang
34.325372107567226,26.042745465916198,10.646366479049405,matang
29.48223264540338,22.1346904315197,9.587798624140088,matang
44.900712945590996,33.62853033145716,14.926779237023139,matang
52.92633520950594,38.05262664165103,13.661144465290807,matang
44.54479049405879,32.14824890556598,12.177267041901189,matang
44.96891181988743,33.43211382113821,14.131688555347091,matang
43.63236397748593,30.82948717948718,10.512545340838024,matang
43.54752970606629,32.316447779862415,13.495378361475922,matang
47.34348342714196,35.80093808630394,11.937811131957474,matang
39.73776110068793,31.920343964978112,12.1840712945591,matang
32.105984990619135,21.738880550343964,9.15959349593496,matang
35.27847404627892,27.96308943089431,10.807160725453409,matang
35.8199124452783,28.812889305816135,11.014978111319575,matang
37.57898061288305,27.752551594746716,10.845853658536585,matang
